tsunami,significance,data_type,magnitude,state,longitude,latitude,depth,date,time
0,554,earthquake,6.0,Fiji region,173.0845,-15.2155,10.0,2014-11-13,10:24:18.270000+00:00
1,779,earthquake,7.1, Indonesia,126.5217,1.8929,45.0,2014-11-15,02:31:41.720000+00:00
1,698,earthquake,6.7, New Zealand,179.6621,-37.6478,22.0,2014-11-16,22:33:20.450000+00:00
0,572,earthquake,6.1,Prince Edward Islands region,33.8037,-46.3484,10.0,2014-11-17,16:52:46.850000+00:00
1,652,earthquake,6.5, Indonesia,127.0562,2.2999,35.0,2014-11-21,10:10:19.630000+00:00
0,708,earthquake,6.2, Japan,137.8875,36.6408,9.0,2014-11-22,13:08:18.420000+00:00
1,713,earthquake,6.8, Indonesia,126.5751,1.9604,39.0,2014-11-26,14:33:43.640000+00:00
0,670,earthquake,6.6, Philippines,123.1261,6.1572,614.0,2014-12-02,05:11:31+00:00
0,586,earthquake,6.0, Panama,-82.7339,7.9824,15.0,2014-12-06,17:21:49.020000+00:00
0,555,earthquake,6.0,Banda Sea,130.4829,-6.11,116.0,2014-12-06,22:05:10.730000+00:00
1,670,earthquake,6.6, Papua New Guinea,154.4603,-6.5108,23.0,2014-12-07,01:22:02.180000+00:00
0,580,earthquake,6.1, Guatemala,-91.4731,13.6717,32.0,2014-12-07,21:16:35.740000+00:00
1,709,earthquake,6.6, Panama,-82.6865,7.9401,20.0,2014-12-08,08:54:52.520000+00:00
0,574,earthquake,6.1, Taiwan,122.4503,25.5403,256.0,2014-12-10,21:03:39.260000+00:00
0,611,earthquake,6.3, Indonesia,126.6483,2.0892,41.0,2014-12-21,11:34:13.570000+00:00
0,576,earthquake,6.1, Philippines,121.5213,8.6341,8.0,2014-12-29,09:29:37.390000+00:00
0,554,earthquake,6.0,Fiji region,-178.5639,-20.3263,599.28,2014-12-30,21:17:23.920000+00:00
1,650,earthquake,6.5, Panama,-82.6576,5.9045,8.0,2015-01-07,05:07:07.510000+00:00
1,711,earthquake,6.8, Vanuatu,168.52,-17.0309,219.96,2015-01-23,03:47:27.050000+00:00
0,591,earthquake,6.2,Fiji region,-178.3032,-20.9665,484.12,2015-01-28,02:43:19.350000+00:00
0,554,earthquake,6.0, Vanuatu,170.158,-21.2452,7.08,2015-01-30,17:57:56.440000+00:00
0,648,earthquake,6.3, Argentina,-67.1231,-32.7183,172.0,2015-02-02,10:49:48.530000+00:00
1,700,earthquake,6.7, Argentina,-66.688,-23.1125,223.0,2015-02-11,18:57:22.460000+00:00
1,776,earthquake,7.1,northern Mid-Atlantic Ridge,-31.9016,52.6487,16.68,2015-02-13,18:59:12.230000+00:00
0,606,earthquake,6.2,Taiwan region,121.427,22.6374,30.0,2015-02-13,20:06:32.330000+00:00
1,591,earthquake,6.2,South Sandwich Islands region,-28.2591,-55.52,13.0,2015-02-16,22:00:53.590000+00:00
1,714,earthquake,6.7, Japan,142.8808,39.8558,23.0,2015-02-16,23:06:28.270000+00:00
0,572,earthquake,6.1, Solomon Islands,164.1216,-10.7598,10.0,2015-02-18,09:32:26.770000+00:00
0,630,earthquake,6.4,Vanuatu,168.1483,-16.4311,10.0,2015-02-19,13:18:32.810000+00:00
0,592,earthquake,6.2, Japan,143.5871,39.8244,10.0,2015-02-20,04:25:23.380000+00:00
0,555,earthquake,6.0, Japan,143.4861,39.8185,7.0,2015-02-21,10:13:53.290000+00:00
1,595,earthquake,6.2, Mexico,-106.848,18.6766,5.0,2015-02-22,14:23:12.720000+00:00
0,760,earthquake,7.0, Indonesia,122.5348,-7.2968,552.06,2015-02-27,13:45:05.370000+00:00
0,574,earthquake,6.1, Indonesia,98.7161,-0.7789,28.0,2015-03-03,10:37:30.050000+00:00
0,554,earthquake,6.0,Mid-Indian Ridge,80.6046,-41.3157,10.0,2015-03-06,08:22:18.960000+00:00
0,841,earthquake,6.2, Colombia,-72.9875,6.7757,155.0,2015-03-10,20:55:44.370000+00:00
0,572,earthquake,6.1, Indonesia,122.3067,-0.5409,31.0,2015-03-15,23:17:16.910000+00:00
1,592,earthquake,6.2, Indonesia,126.5217,1.6686,44.0,2015-03-17,22:12:28.940000+00:00
0,618,earthquake,6.2, Chile,-73.5219,-36.1167,13.0,2015-03-18,18:27:29.500000+00:00
0,652,earthquake,6.4, Bolivia,-69.1663,-18.3534,130.0,2015-03-23,04:51:38.010000+00:00
1,872,earthquake,7.5, Papua New Guinea,152.5623,-4.7294,41.0,2015-03-29,23:48:31.010000+00:00
0,554,earthquake,6.0, Tonga,-173.049,-15.4296,10.0,2015-03-30,07:56:53.230000+00:00
1,631,earthquake,6.4, Tonga,-172.9409,-15.392,14.54,2015-03-30,08:18:01.340000+00:00
1,650,earthquake,6.5, Tonga,-173.0293,-15.4994,11.0,2015-03-30,08:48:25.340000+00:00
0,618,earthquake,6.3, Tonga,-173.2247,-15.1676,30.0,2015-04-07,00:46:21.830000+00:00
0,564,earthquake,6.0, Greece,26.8235,35.1891,20.0,2015-04-16,18:07:43.610000+00:00
1,650,earthquake,6.5, Wallis and Futuna,-178.6005,-15.8815,10.0,2015-04-17,15:52:51.480000+00:00
1,669,earthquake,6.4, Japan,122.3158,24.2026,29.0,2015-04-20,01:42:58.380000+00:00
0,557,earthquake,6.0, Japan,122.453,24.0851,29.0,2015-04-20,11:45:13.440000+00:00
0,580,earthquake,6.1, Japan,122.4532,24.0471,29.0,2015-04-20,12:00:00.070000+00:00
0,591,earthquake,6.2, Solomon Islands,166.432,-12.039,72.0,2015-04-22,22:57:15.650000+00:00
0,585,earthquake,6.1, New Zealand,173.0066,-42.0602,48.0,2015-04-24,03:36:42.400000+00:00
1,611,earthquake,6.2, Canada,-130.7714,51.6148,8.0,2015-04-24,13:56:15.180000+00:00
0,2820,earthquake,7.8, Nepal,84.7314,28.2305,8.22,2015-04-25,06:11:25.950000+00:00
0,650,earthquake,6.1, Nepal,85.5398,27.6285,10.0,2015-04-25,06:15:22.910000+00:00
0,733,earthquake,6.6, Nepal,84.8216,28.2244,10.0,2015-04-25,06:45:21.320000+00:00
0,1016,earthquake,6.7, Nepal,86.0173,27.7711,22.91,2015-04-26,07:09:10.670000+00:00
0,573,earthquake,6.1,Fiji region,-178.6329,-20.8865,581.0,2015-04-28,16:39:39.190000+00:00
1,692,earthquake,6.7, Papua New Guinea,151.7706,-5.375,31.0,2015-04-30,10:45:02.930000+00:00
1,714,earthquake,6.8, Papua New Guinea,151.7773,-5.2005,44.0,2015-05-01,08:06:03.480000+00:00
0,554,earthquake,6.0, Papua New Guinea,151.8715,-5.4912,35.0,2015-05-01,08:06:52.250000+00:00
0,554,earthquake,6.0, Papua New Guinea,151.6757,-5.6314,24.0,2015-05-03,22:32:39.010000+00:00
1,869,earthquake,7.5, Papua New Guinea,151.8751,-5.4624,55.0,2015-05-05,01:44:06.380000+00:00
1,776,earthquake,7.1, Papua New Guinea,154.5567,-7.2175,10.0,2015-05-07,07:10:19.590000+00:00
0,554,earthquake,6.0, Japan region,142.0157,31.2373,6.0,2015-05-10,21:25:46.440000+00:00
0,1563,earthquake,7.3,Nepal,86.0655,27.8087,15.0,2015-05-12,07:05:19.730000+00:00
0,651,earthquake,6.3, Nepal,86.1617,27.625,15.0,2015-05-12,07:36:54.490000+00:00
1,831,earthquake,6.8, Japan,142.0317,38.9056,35.0,2015-05-12,21:12:58.890000+00:00
0,556,earthquake,6.0, Indonesia,102.2191,-2.542,151.0,2015-05-15,20:26:56.870000+00:00
0,691,earthquake,6.7,Pacific-Antarctic Ridge,-132.1618,-54.3312,7.2,2015-05-19,15:25:21.080000+00:00
0,555,earthquake,6.0, Tonga,-175.5247,-19.3021,203.0,2015-05-20,00:30:54.700000+00:00
1,711,earthquake,6.8, Solomon Islands,164.1694,-10.8759,11.0,2015-05-20,22:48:53.420000+00:00
1,732,earthquake,6.9, Solomon Islands,163.6959,-11.0559,11.19,2015-05-22,21:45:19.480000+00:00
1,711,earthquake,6.8, Solomon Islands,163.2154,-11.1093,10.0,2015-05-22,23:59:33.770000+00:00
0,611,earthquake,6.3,southern Mid-Atlantic Ridge,-14.1708,-16.855,10.0,2015-05-24,04:53:23.630000+00:00
0,591,earthquake,6.2, Tonga,-175.9627,-19.3933,10.0,2015-05-24,14:38:59.510000+00:00
1,762,earthquake,6.8, Alaska,-156.4301,56.594,72.6,2015-05-29,07:00:09.634000+00:00
1,1151,earthquake,7.8, Japan region,140.4931,27.8386,664.0,2015-05-30,11:23:02.110000+00:00
0,559,earthquake,6.0, Tonga,-173.3817,-15.7216,10.0,2015-05-30,17:18:35.040000+00:00
0,593,earthquake,6.2, Japan region,142.9722,30.7856,6.05,2015-05-30,18:49:07.340000+00:00
0,626,earthquake,6.0, Malaysia,116.5409,5.9867,10.0,2015-06-04,23:15:43.910000+00:00
0,577,earthquake,6.1, Japan,142.0308,41.5615,42.0,2015-06-08,06:01:08.300000+00:00
0,564,earthquake,6.0, Chile,-68.4323,-22.4,124.0,2015-06-10,13:52:09.770000+00:00
0,558,earthquake,6.0, Tonga,-173.0098,-15.6758,48.0,2015-06-12,11:07:08.040000+00:00
1,754,earthquake,7.0,southern Mid-Atlantic Ridge,-17.1605,-35.3639,10.0,2015-06-17,12:51:32.790000+00:00
0,656,earthquake,6.4, Chile,-73.812,-36.3601,11.0,2015-06-20,02:10:07.100000+00:00
1,554,earthquake,6.0,Fiji region,-178.3276,-20.4307,562.61,2015-06-21,21:28:16.270000+00:00
0,652,earthquake,6.5, Japan region,139.7254,27.7375,460.0,2015-06-23,12:18:30.270000+00:00
0,554,earthquake,6.0,south of the Kermadec Islands,-178.3241,-32.0722,10.0,2015-06-25,18:45:57.450000+00:00
0,554,earthquake,6.0, Papua New Guinea,151.5457,-5.4513,43.0,2015-06-30,03:39:29.410000+00:00
0,554,earthquake,6.0, Solomon Islands,162.5558,-10.9911,12.0,2015-07-01,19:35:21.460000+00:00
0,651,earthquake,6.4, China,78.1542,37.4593,20.0,2015-07-03,01:07:47.290000+00:00
0,600,earthquake,6.1, Philippines,125.8907,10.1691,32.0,2015-07-03,06:43:21.540000+00:00
0,612,earthquake,6.3, Russia,147.9748,43.9097,49.0,2015-07-07,05:10:28.120000+00:00
1,691,earthquake,6.7, Solomon Islands,158.403,-9.307,12.0,2015-07-10,04:12:42.540000+00:00
1,686,earthquake,6.5, Barbados,-58.5479,13.8672,20.0,2015-07-16,15:16:33.780000+00:00
1,759,earthquake,7.0, Solomon Islands,165.1409,-10.4012,11.0,2015-07-18,02:27:33.820000+00:00
1,734,earthquake,6.9, Aleutian Islands,-169.4458,52.376,29.0,2015-07-27,04:49:46.400000+00:00
1,762,earthquake,7.0, Indonesia,138.5277,-2.6286,48.0,2015-07-27,21:41:21.710000+00:00
1,1240,earthquake,6.4, Alaska,-153.1962,59.8935,119.3,2015-07-29,02:35:59.449000+00:00
0,554,earthquake,6.0,south of the Fiji Islands,-178.2511,-26.4576,269.0,2015-08-06,23:59:46.290000+00:00
1,671,earthquake,6.6, Solomon Islands,158.0525,-9.3438,22.0,2015-08-10,04:12:15.810000+00:00
1,650,earthquake,6.5, Solomon Islands,157.8772,-9.3293,6.43,2015-08-12,18:49:24.080000+00:00
0,554,earthquake,6.0,Mid-Indian Ridge,78.0623,-37.0152,10.0,2015-08-13,10:39:53.840000+00:00
1,630,earthquake,6.4, Solomon Islands,163.8226,-10.8968,8.0,2015-08-15,07:47:06.500000+00:00
0,554,earthquake,6.0, New Zealand,-178.7298,-30.6502,228.0,2015-08-24,09:41:26.630000+00:00
0,554,earthquake,6.0, Japan region,141.6,31.1806,8.0,2015-09-01,15:25:09.520000+00:00
0,554,earthquake,6.0,south of the Fiji Islands,179.1278,-24.2427,535.0,2015-09-07,08:46:09.050000+00:00
0,611,earthquake,6.3,south of the Kermadec Islands,-177.8599,-32.8199,17.0,2015-09-07,09:13:56.600000+00:00
1,554,earthquake,6.0, Alaska,-169.5349,52.0985,20.0,2015-09-10,10:26:44.810000+00:00
1,708,earthquake,6.7, Mexico,-109.6226,24.913,10.0,2015-09-13,08:14:08.560000+00:00
0,612,earthquake,6.3, Indonesia,126.4288,1.8841,41.55,2015-09-16,07:40:58.690000+00:00
0,572,earthquake,6.1, Papua New Guinea,151.4768,-6.0114,6.0,2015-09-16,14:03:22.110000+00:00
1,1960,earthquake,8.3, Chile,-71.6744,-31.5729,22.44,2015-09-16,22:54:32.860000+00:00
0,634,earthquake,6.4, Chile,-71.745,-31.618,26.7,2015-09-16,22:59:15+00:00
0,573,earthquake,6.1, Chile,-71.7425,-31.7502,19.1,2015-09-16,23:03:56.560000+00:00
0,573,earthquake,6.1, Chile,-71.9189,-31.6,35.0,2015-09-16,23:16:09.440000+00:00
0,799,earthquake,7.0, Chile,-71.4262,-31.5622,28.41,2015-09-16,23:18:41.850000+00:00
0,635,earthquake,6.4, Chile,-71.6504,-31.1043,42.32,2015-09-17,01:41:05.870000+00:00
0,657,earthquake,6.5, Chile,-71.6876,-31.4244,27.0,2015-09-17,03:55:15.430000+00:00
0,718,earthquake,6.7, Chile,-71.804,-31.5173,23.0,2015-09-17,04:10:27.780000+00:00
0,602,earthquake,6.2, Chile,-72.2292,-32.3681,8.0,2015-09-18,09:10:44.730000+00:00
0,554,earthquake,6.0,northern Mid-Atlantic Ridge,-45.9886,15.2767,10.0,2015-09-18,15:59:42.640000+00:00
0,572,earthquake,6.1, Chile,-72.077,-29.6411,6.0,2015-09-19,05:06:47.500000+00:00
0,614,earthquake,6.2, Chile,-72.0629,-32.3335,18.0,2015-09-19,12:52:20.920000+00:00
0,634,earthquake,6.1, Chile,-71.7431,-31.5757,30.0,2015-09-21,05:39:34.910000+00:00
1,820,earthquake,6.6, Chile,-71.3792,-31.7275,35.0,2015-09-21,17:40:00.060000+00:00
0,626,earthquake,6.0, Chile,-71.2653,-31.4441,58.0,2015-09-22,07:13:00.520000+00:00
0,671,earthquake,6.6, Indonesia,131.2622,-0.6212,18.0,2015-09-24,15:53:27.740000+00:00
0,682,earthquake,6.3, Chile,-71.3217,-30.8148,46.0,2015-09-26,02:51:18.830000+00:00
0,572,earthquake,6.1,Pacific-Antarctic Ridge,-135.708,-54.4856,10.0,2015-10-11,00:58:27.170000+00:00
0,554,earthquake,6.0, Russia,156.2259,48.8595,12.0,2015-10-14,05:43:08.300000+00:00
0,554,earthquake,6.0, Tonga,-173.2608,-16.2018,12.0,2015-10-18,16:18:35.520000+00:00
1,780,earthquake,7.1, Vanuatu,167.3028,-14.8595,135.0,2015-10-20,21:52:02.560000+00:00
0,591,earthquake,6.2,Bouvet Island region,6.1653,-54.2258,11.0,2015-10-23,01:40:06.320000+00:00
0,554,earthquake,6.0,Prince Edward Islands region,37.1711,-45.8146,10.0,2015-10-23,04:04:18.140000+00:00
0,1448,earthquake,7.5, Afghanistan,70.3676,36.5244,231.0,2015-10-26,09:09:42.560000+00:00
0,657,earthquake,6.5, Timor Leste,124.8754,-8.3381,20.0,2015-11-04,03:44:15.190000+00:00
0,593,earthquake,6.2, Chile,-72.3015,-29.4642,13.0,2015-11-07,07:04:31.380000+00:00
1,841,earthquake,6.8, Chile,-71.4519,-30.8796,46.0,2015-11-07,07:31:43.870000+00:00
0,675,earthquake,6.6, India region,94.648,6.8431,10.0,2015-11-08,16:47:02.160000+00:00
1,650,earthquake,6.5, Alaska,-173.0746,51.6394,15.0,2015-11-09,16:03:46.070000+00:00
1,761,earthquake,6.9, Chile,-72.0068,-29.5067,12.0,2015-11-11,01:54:38.570000+00:00
0,744,earthquake,6.9, Chile,-72.0585,-29.5097,10.0,2015-11-11,02:46:19.830000+00:00
0,702,earthquake,6.7, Japan,128.8729,31.0009,12.0,2015-11-13,20:51:31.030000+00:00
0,1018,earthquake,6.5, Greece,20.6,38.67,11.0,2015-11-17,07:10:07.300000+00:00
1,715,earthquake,6.8, Solomon Islands,158.4217,-8.8994,12.59,2015-11-18,18:31:04.570000+00:00
0,574,earthquake,6.1, Indonesia,129.9375,-7.1484,82.0,2015-11-21,09:06:13.460000+00:00
0,554,earthquake,6.0, Northern Mariana Islands,145.2659,18.7787,586.88,2015-11-24,13:21:35.730000+00:00
1,957,earthquake,7.6, Peru,-70.9437,-10.5372,606.21,2015-11-24,22:45:38.880000+00:00
0,896,earthquake,7.6, Peru,-71.0184,-10.0598,620.56,2015-11-24,22:50:54.370000+00:00
0,691,earthquake,6.7, Brazil,-71.2574,-9.1825,602.75,2015-11-26,05:45:18.400000+00:00
0,607,earthquake,6.2, Chile,-70.6009,-24.828,34.0,2015-11-27,21:00:22.920000+00:00
0,776,earthquake,7.1,southeast Indian Ridge,85.0913,-47.6165,35.0,2015-12-04,22:25:00.110000+00:00
0,827,earthquake,7.2, Tajikistan,72.7797,38.2107,22.0,2015-12-07,07:50:05.950000+00:00
0,738,earthquake,6.9, Indonesia,129.5079,-4.1064,21.0,2015-12-09,10:21:48.530000+00:00
0,572,earthquake,6.1, Fiji,175.2475,-16.7374,10.0,2015-12-09,12:58:01.780000+00:00
1,765,earthquake,6.6, Mexico,-93.633,15.8015,85.0,2015-12-17,19:49:53.050000+00:00
0,554,earthquake,6.0, Vanuatu,169.3857,-18.3819,10.0,2015-12-19,02:10:53.360000+00:00
0,585,earthquake,6.1, Indonesia,117.6359,3.6455,14.0,2015-12-20,18:47:36.610000+00:00
0,591,earthquake,6.2,southern East Pacific Rise,-123.1158,-55.755,12.28,2015-12-24,19:44:03.130000+00:00
0,820,earthquake,6.3, Afghanistan,71.1263,36.4935,206.0,2015-12-25,19:14:47.190000+00:00
0,611,earthquake,6.3,western Indian-Antarctic Ridge,139.4489,-50.5575,10.0,2016-01-01,02:00:39.950000+00:00
0,1515,earthquake,6.7, India,93.6505,24.8036,55.0,2016-01-03,23:05:22.270000+00:00
0,554,earthquake,6.0,Pacific-Antarctic Ridge,-136.2603,-54.2906,10.0,2016-01-05,09:34:14.620000+00:00
1,651,earthquake,6.5, Philippines,126.8621,3.8965,13.0,2016-01-11,16:38:05.900000+00:00
0,594,earthquake,6.2, Japan,141.0867,44.4761,238.81,2016-01-11,17:08:03.920000+00:00
0,573,earthquake,6.1, Bolivia,-63.3288,-19.7597,582.56,2016-01-14,03:25:28.270000+00:00
1,717,earthquake,6.7, Japan,142.781,41.9723,46.0,2016-01-14,03:25:33.640000+00:00
1,673,earthquake,6.6, Mexico,-106.9337,18.8239,10.0,2016-01-21,18:06:57.650000+00:00
1,1496,earthquake,7.1, Alaska,-153.3392,59.6204,125.6,2016-01-24,10:30:29.557000+00:00
0,685,earthquake,6.3, Morocco,-3.6818,35.6493,12.0,2016-01-25,04:22:02.730000+00:00
0,572,earthquake,6.1, Papua New Guinea,153.2454,-5.2952,26.0,2016-01-26,03:10:20.750000+00:00
1,799,earthquake,7.2, Russia,158.5463,53.9776,177.0,2016-01-30,03:25:12.220000+00:00
0,592,earthquake,6.2,Kermadec Islands region,-179.9504,-30.7539,391.0,2016-02-01,19:00:46.280000+00:00
1,770,earthquake,6.4, Taiwan,120.6014,22.9375,23.0,2016-02-05,19:57:27.380000+00:00
1,630,earthquake,6.4, Papua New Guinea,154.7421,-6.6207,29.0,2016-02-08,16:19:12.780000+00:00
0,657,earthquake,6.3, Chile,-71.5838,-30.5723,29.0,2016-02-10,00:33:05.340000+00:00
0,617,earthquake,6.3, Indonesia,119.4013,-9.6338,28.0,2016-02-12,10:02:24.050000+00:00
0,555,earthquake,6.0, Tonga,-175.4788,-20.9981,10.0,2016-02-15,15:02:32.890000+00:00
0,572,earthquake,6.1,southern East Pacific Rise,-125.1659,-55.7841,13.0,2016-02-16,23:48:35.680000+00:00
0,554,earthquake,6.0, Indonesia,129.0605,0.8597,9.0,2016-02-17,17:26:02.210000+00:00
0,556,earthquake,6.0, Chile,-72.2967,-30.4242,12.0,2016-02-22,06:36:59.400000+00:00
0,572,earthquake,6.1,western Indian-Antarctic Ridge,139.5956,-51.7897,10.0,2016-02-27,21:29:43.570000+00:00
0,948,earthquake,7.8, Indonesia,94.3299,-4.9521,24.0,2016-03-02,12:49:48.110000+00:00
1,612,earthquake,6.3, Alaska,-173.9423,51.5648,19.0,2016-03-12,18:06:44.760000+00:00
0,554,earthquake,6.0, Alaska,-174.1423,51.5145,17.0,2016-03-19,01:35:12.170000+00:00
0,596,earthquake,6.0, Antigua and Barbuda,-60.7019,17.996,26.0,2016-03-19,11:26:33.230000+00:00
0,630,earthquake,6.4, Russia,162.8129,54.294,30.0,2016-03-20,22:50:20.430000+00:00
0,592,earthquake,6.2, Papua New Guinea,144.887,-3.3585,6.0,2016-04-01,19:24:55.370000+00:00
1,596,earthquake,6.2, Alaska,-157.9322,57.008,11.4,2016-04-02,05:50:00.932000+00:00
1,734,earthquake,6.9, Vanuatu,166.8551,-14.3235,26.0,2016-04-03,08:23:52.320000+00:00
1,691,earthquake,6.7, Vanuatu,166.6245,-14.0683,24.0,2016-04-06,06:58:48.210000+00:00
0,588,earthquake,6.1, Indonesia,107.3857,-8.2036,29.0,2016-04-06,14:45:29.620000+00:00
1,692,earthquake,6.7, Vanuatu,166.5943,-13.9805,27.59,2016-04-07,03:32:53.500000+00:00
0,738,earthquake,6.6, Afghanistan,71.1311,36.4725,212.0,2016-04-10,10:28:58.720000+00:00
0,903,earthquake,6.9, Myanmar,94.8654,23.0944,136.0,2016-04-13,13:55:17.800000+00:00
0,558,earthquake,6.0, Philippines,122.0231,7.7917,17.0,2016-04-13,18:21:52.730000+00:00
0,2024,earthquake,6.2, Japan,130.7042,32.788,9.0,2016-04-14,12:26:35.730000+00:00
0,656,earthquake,6.0, Japan,130.7204,32.6973,8.0,2016-04-14,15:03:47.240000+00:00
1,631,earthquake,6.4, Vanuatu,166.4334,-14.5284,16.0,2016-04-14,21:50:27.680000+00:00
0,575,earthquake,6.1, Guatemala,-92.367,13.4008,22.41,2016-04-15,14:11:26.430000+00:00
1,2099,earthquake,7.0, Japan,130.7543,32.7906,10.0,2016-04-15,16:25:06.220000+00:00
1,1163,earthquake,7.8, Ecuador,-79.9218,0.3819,20.59,2016-04-16,23:58:36.980000+00:00
0,591,earthquake,6.2,South Sandwich Islands region,-27.2307,-55.7283,14.0,2016-04-19,05:25:39.940000+00:00
0,597,earthquake,6.2, Ecuador,-80.2104,0.639,14.0,2016-04-20,08:33:47.330000+00:00
0,554,earthquake,6.0, Ecuador,-80.0352,0.7079,10.0,2016-04-20,08:35:10.620000+00:00
0,570,earthquake,6.0, Ecuador,-80.5039,-0.2921,10.0,2016-04-22,03:03:41.720000+00:00
0,558,earthquake,6.0, Mexico,-93.1509,14.479,16.0,2016-04-25,07:07:08.600000+00:00
0,556,earthquake,6.0, Mexico,-93.0882,14.5178,16.0,2016-04-27,12:51:19.440000+00:00
1,755,earthquake,7.0, Vanuatu,167.3786,-16.0429,24.0,2016-04-28,19:33:24.070000+00:00
1,670,earthquake,6.6,northern East Pacific Rise,-103.7363,10.2752,10.0,2016-04-29,01:33:38.910000+00:00
1,744,earthquake,6.7, Ecuador,-79.7899,0.4261,16.0,2016-05-18,07:57:02.650000+00:00
1,780,earthquake,6.9, Ecuador,-79.616,0.4947,29.95,2016-05-18,16:46:43.860000+00:00
0,555,earthquake,6.0, Australia,129.8841,-25.5655,10.0,2016-05-20,18:14:04.670000+00:00
0,630,earthquake,6.4,Fiji region,-178.6481,-20.8101,567.48,2016-05-27,04:08:43.950000+00:00
1,798,earthquake,7.2,South Sandwich Islands region,-26.9353,-56.2409,78.0,2016-05-28,09:46:59.780000+00:00
0,671,earthquake,6.6, Indonesia,100.6654,-2.0967,50.0,2016-06-01,22:56:00.800000+00:00
0,611,earthquake,6.3,Banda Sea,125.6264,-4.587,429.62,2016-06-05,16:25:33.540000+00:00
0,572,earthquake,6.1, New Zealand,-177.8359,-30.0235,43.83,2016-06-06,02:35:32.390000+00:00
0,611,earthquake,6.3, Mexico,-105.1731,18.3637,10.0,2016-06-07,10:51:37.720000+00:00
1,611,earthquake,6.3, Indonesia,126.3712,1.2789,31.0,2016-06-07,19:15:15.330000+00:00
0,583,earthquake,6.1, Indonesia,116.2669,-11.2487,19.0,2016-06-09,04:13:08.130000+00:00
0,729,earthquake,6.1,Nicaragua,-86.9633,12.8318,10.0,2016-06-10,03:25:22.920000+00:00
0,592,earthquake,6.2, Solomon Islands,160.559,-8.6757,30.4,2016-06-10,04:17:44.840000+00:00
0,594,earthquake,6.2, Vanuatu,168.8279,-18.7609,111.0,2016-06-14,13:49:22.630000+00:00
1,611,earthquake,6.3, Vanuatu,169.0737,-20.2793,13.0,2016-06-19,09:47:23.600000+00:00
0,554,earthquake,6.0, Vanuatu,168.7595,-20.2072,15.0,2016-06-20,03:50:55.240000+00:00
0,572,earthquake,6.1,northern Mid-Atlantic Ridge,-45.1402,22.6582,10.0,2016-06-21,16:26:34.420000+00:00
0,611,earthquake,6.3, Papua New Guinea,151.8796,-3.4199,354.0,2016-06-21,17:12:07.370000+00:00
0,632,earthquake,6.4, Kyrgyzstan,73.3388,39.4793,13.0,2016-06-26,11:17:11.280000+00:00
0,555,earthquake,6.0, Vanuatu,167.4701,-16.0558,27.0,2016-06-30,11:30:33.050000+00:00
0,554,earthquake,6.0, Tonga,-173.2011,-15.083,8.0,2016-07-10,13:44:40.680000+00:00
0,667,earthquake,6.3, Ecuador,-79.638,0.5812,21.0,2016-07-11,02:11:04.800000+00:00
0,611,earthquake,6.3,Kermadec Islands region,-176.443,-28.0052,12.0,2016-07-13,12:11:12.830000+00:00
0,573,earthquake,6.1, Vanuatu,169.0547,-18.9285,167.0,2016-07-20,15:13:16.520000+00:00
0,584,earthquake,6.1, Chile,-70.5111,-26.1067,72.0,2016-07-25,17:26:50.210000+00:00
1,630,earthquake,6.4, Papua New Guinea,148.0345,-2.969,14.0,2016-07-25,19:38:45.560000+00:00
1,971,earthquake,7.7, Northern Mariana Islands,145.5073,18.5429,196.0,2016-07-29,21:18:24.740000+00:00
0,593,earthquake,6.2, Argentina,-66.0078,-22.3343,270.0,2016-08-04,14:15:12.930000+00:00
0,611,earthquake,6.3, Japan region,142.0141,24.9447,510.0,2016-08-04,16:24:33.530000+00:00
1,799,earthquake,7.2,southeast of the Loyalty Islands,173.1167,-22.4765,16.37,2016-08-12,01:26:36.280000+00:00
0,572,earthquake,6.1,south of the Fiji Islands,-177.3433,-25.1758,112.85,2016-08-12,03:29:32.710000+00:00
0,554,earthquake,6.0,southern East Pacific Rise,-123.2414,-55.9035,10.0,2016-08-18,18:09:43.940000+00:00
0,843,earthquake,7.4,South Georgia Island region,-31.8766,-55.2852,10.0,2016-08-19,07:32:22.710000+00:00
0,555,earthquake,6.0, Japan,143.6796,40.3942,10.0,2016-08-20,09:01:26.210000+00:00
0,572,earthquake,6.1,South Georgia Island region,-31.7508,-55.3133,12.0,2016-08-21,03:45:23.780000+00:00
0,554,earthquake,6.0, Indonesia,122.4345,-7.2872,533.0,2016-08-23,19:39:44.580000+00:00
0,2676,earthquake,6.2, Italy,13.1877,42.723,4.44,2016-08-24,01:36:32.870000+00:00
0,981,earthquake,6.8, Myanmar,94.569,20.9228,82.0,2016-08-24,10:34:54.580000+00:00
1,779,earthquake,7.1,north of Ascension Island,-17.8255,-0.0456,10.0,2016-08-29,04:29:57.860000+00:00
1,897,earthquake,7.0, New Zealand,179.1461,-37.3586,19.0,2016-09-01,16:37:57.300000+00:00
0,573,earthquake,6.1, New Zealand,178.9291,-37.0522,13.73,2016-09-01,17:14:06.060000+00:00
0,572,earthquake,6.1, Russia region,168.5415,54.4153,8.0,2016-09-05,22:54:03.930000+00:00
1,572,earthquake,6.1,Macquarie Island region,158.7126,-54.6136,10.0,2016-09-08,21:46:20.100000+00:00
0,592,earthquake,6.1, Peru,-76.9536,-5.573,121.0,2016-09-10,10:08:20.020000+00:00
